plan_id,phase,day_no,forage_type,wt_min,wt_max,target_adg,Steady State Wanda,Chari,Maize Silage,Wheat Straw (Toori),Cottonseed Cake,Limestone / Minerals,Urea,est_cost_per_head_per_day
high,ADAPTATION,5,chari,220,224,1.12,3.457,8.698,0,0.35,0.276,0.001,0,368
high,ADAPTATION,5,chari,225,229,1.13,3.525,8.896,0,0.35,0.281,0.001,0,375
high,ADAPTATION,5,chari,230,234,1.13,3.592,9.092,0,0.35,0.287,0.001,0,382
high,ADAPTATION,5,chari,235,239,1.14,3.659,9.288,0,0.35,0.293,0.001,0,390
high,ADAPTATION,5,chari,240,244,1.14,3.725,9.482,0,0.35,0.298,0.001,0,397
high,ADAPTATION,5,chari,245,249,1.15,3.791,9.675,0,0.35,0.304,0.001,0,404
high,ADAPTATION,5,chari,250,254,1.15,3.857,9.866,0,0.35,0.31,0.001,0,411
high,ADAPTATION,5,chari,255,259,1.15,3.922,10.056,0,0.35,0.315,0.001,0,418
high,ADAPTATION,5,chari,260,264,1.16,3.986,10.245,0,0.35,0.321,0.001,0,425
high,ADAPTATION,5,chari,265,269,1.16,4.051,10.433,0,0.35,0.326,0.001,0,432
high,ADAPTATION,5,chari,270,274,1.17,4.114,10.62,0,0.35,0.331,0.001,0,438
high,ADAPTATION,5,chari,275,279,1.17,4.178,10.805,0,0.35,0.337,0.001,0,445
high,ADAPTATION,5,chari,280,284,1.17,4.241,10.989,0,0.35,0.342,0.001,0,452
high,ADAPTATION,5,chari,285,289,1.17,4.303,11.172,0,0.35,0.347,0.001,0,459
high,ADAPTATION,5,chari,290,294,1.18,4.365,11.354,0,0.35,0.353,0.001,0,465
high,ADAPTATION,5,chari,295,299,1.18,4.427,11.534,0,0.35,0.358,0.001,0,472
high,ADAPTATION,5,chari,300,304,1.18,4.488,11.713,0,0.35,0.363,0.001,0,479
high,ADAPTATION,6,chari,120,124,1.06,2.355,4.762,0,0.35,0.0,0.0,0,225
high,ADAPTATION,6,chari,125,129,1.07,2.445,4.997,0,0.35,0.0,0.0,0,234
high,ADAPTATION,6,chari,130,134,1.08,2.534,5.23,0,0.35,0.0,0.0,0,242
high,ADAPTATION,6,chari,135,139,1.1,2.623,5.462,0,0.35,0.0,0.0,0,251
high,ADAPTATION,6,chari,140,144,1.11,2.712,5.693,0,0.35,0.0,0.0,0,259
high,ADAPTATION,6,chari,145,149,1.12,2.8,5.923,0,0.35,0.0,0.0,0,268
high,ADAPTATION,6,chari,150,154,1.13,2.887,6.151,0,0.35,0.0,0.0,0,276
high,ADAPTATION,6,chari,155,159,1.14,2.974,6.377,0,0.35,0.0,0.0,0,284
high,ADAPTATION,6,chari,160,164,1.15,3.06,6.603,0,0.35,0.0,0.0,0,293
high,ADAPTATION,6,chari,165,169,1.16,3.146,6.827,0,0.35,0.0,0.0,0,301
high,ADAPTATION,6,chari,170,174,1.17,3.232,7.049,0,0.35,0.0,0.0,0,309
high,ADAPTATION,6,chari,175,179,1.18,3.316,7.271,0,0.35,0.0,0.0,0,317
high,ADAPTATION,6,chari,180,184,1.19,3.401,7.491,0,0.35,0.0,0.0,0,325
high,ADAPTATION,6,chari,185,189,1.2,3.485,7.71,0,0.35,0.0,0.0,0,333
high,ADAPTATION,6,chari,190,194,1.21,3.568,7.927,0,0.35,0.0,0.0,0,341
high,ADAPTATION,6,chari,195,199,1.22,3.651,8.143,0,0.35,0.0,0.0,0,349
high,ADAPTATION,6,chari,200,204,1.22,3.733,8.358,0,0.35,0.0,0.0,0,357
high,ADAPTATION,6,chari,205,209,1.23,3.815,8.571,0,0.35,0.0,0.0,0,365
high,ADAPTATION,6,chari,210,214,1.24,3.897,8.783,0,0.35,0.0,0.0,0,373
high,ADAPTATION,6,chari,215,219,1.24,3.977,8.994,0,0.35,0.0,0.0,0,381
high,ADAPTATION,6,chari,220,224,1.25,4.058,9.203,0,0.35,0.0,0.0,0,388
high,ADAPTATION,6,chari,225,229,1.25,4.137,9.411,0,0.35,0.0,0.0,0,396
high,ADAPTATION,6,chari,230,234,1.26,4.217,9.618,0,0.35,0.0,0.0,0,404
high,ADAPTATION,6,chari,235,239,1.26,4.296,9.824,0,0.35,0.0,0.0,0,411
high,ADAPTATION,6,chari,240,244,1.27,4.374,10.028,0,0.35,0.0,0.0,0,419
high,ADAPTATION,6,chari,245,249,1.27,4.452,10.231,0,0.35,0.0,0.0,0,426
high,ADAPTATION,6,chari,250,254,1.28,4.529,10.432,0,0.35,0.0,0.0,0,434
high,ADAPTATION,6,chari,255,259,1.28,4.606,10.632,0,0.35,0.0,0.0,0,441
high,ADAPTATION,6,chari,260,264,1.29,4.682,10.831,0,0.35,0.0,0.0,0,448
high,ADAPTATION,6,chari,265,269,1.29,4.758,11.029,0,0.35,0.0,0.0,0,456
high,ADAPTATION,6,chari,270,274,1.3,4.833,11.225,0,0.35,0.0,0.0,0,463
high,ADAPTATION,6,chari,275,279,1.3,4.908,11.42,0,0.35,0.0,0.0,0,470
high,ADAPTATION,6,chari,280,284,1.3,4.982,11.613,0,0.35,0.0,0.0,0,477
high,ADAPTATION,6,chari,285,289,1.31,5.056,11.806,0,0.35,0.0,0.0,0,484
high,ADAPTATION,6,chari,290,294,1.31,5.129,11.997,0,0.35,0.0,0.0,0,491
high,ADAPTATION,6,chari,295,299,1.31,5.201,12.186,0,0.35,0.0,0.0,0,498
high,ADAPTATION,6,chari,300,304,1.31,5.274,12.375,0,0.35,0.0,0.0,0,505
high,ADAPTATION,7,chari,120,124,1.15,2.433,5.05,0,0.35,0.052,0.0,0,238
high,ADAPTATION,7,chari,125,129,1.16,2.533,5.296,0,0.35,0.047,0.0,0,247
high,ADAPTATION,7,chari,130,134,1.18,2.632,5.541,0,0.35,0.043,0.0,0,256
high,ADAPTATION,7,chari,135,139,1.19,2.731,5.784,0,0.35,0.038,0.0,0,265
high,ADAPTATION,7,chari,140,144,1.2,2.829,6.026,0,0.35,0.034,0.0,0,274
high,ADAPTATION,7,chari,145,149,1.22,2.925,6.27,0,0.35,0.03,0.0,0,283
high,ADAPTATION,7,chari,150,154,1.23,3.02,6.513,0,0.35,0.027,0.0,0,292
high,ADAPTATION,7,chari,155,159,1.24,3.114,6.755,0,0.35,0.023,0.0,0,300
high,ADAPTATION,7,chari,160,164,1.25,3.208,6.996,0,0.35,0.02,0.0,0,309
high,ADAPTATION,7,chari,165,169,1.26,3.301,7.235,0,0.35,0.016,0.0,0,318
high,ADAPTATION,7,chari,170,174,1.27,3.394,7.473,0,0.35,0.013,0.0,0,326
high,ADAPTATION,7,chari,175,179,1.28,3.486,7.709,0,0.35,0.009,0.0,0,334
high,ADAPTATION,7,chari,180,184,1.29,3.578,7.944,0,0.35,0.006,0.0,0,343
high,ADAPTATION,7,chari,185,189,1.3,3.669,8.177,0,0.35,0.003,0.0,0,351
high,ADAPTATION,7,chari,190,194,1.3,3.759,8.409,0,0.35,0.0,0.0,0,360
high,ADAPTATION,7,chari,195,199,1.31,3.846,8.636,0,0.35,0.0,0.0,0,368
high,ADAPTATION,7,chari,200,204,1.32,3.933,8.861,0,0.35,0.0,0.0,0,376
high,ADAPTATION,7,chari,205,209,1.33,4.019,9.086,0,0.35,0.0,0.0,0,385
high,ADAPTATION,7,chari,210,214,1.33,4.105,9.309,0,0.35,0.0,0.0,0,393
high,ADAPTATION,7,chari,215,219,1.34,4.19,9.531,0,0.35,0.0,0.0,0,401
high,ADAPTATION,7,chari,220,224,1.35,4.275,9.751,0,0.35,0.0,0.0,0,409
high,ADAPTATION,7,chari,225,229,1.35,4.359,9.97,0,0.35,0.0,0.0,0,417
high,ADAPTATION,7,chari,230,234,1.36,4.442,10.187,0,0.35,0.0,0.0,0,425
high,ADAPTATION,7,chari,235,239,1.36,4.525,10.403,0,0.35,0.0,0.0,0,433
high,ADAPTATION,7,chari,240,244,1.37,4.608,10.618,0,0.35,0.0,0.0,0,441
high,ADAPTATION,7,chari,245,249,1.37,4.69,10.831,0,0.35,0.0,0.0,0,449
high,ADAPTATION,7,chari,250,254,1.38,4.771,11.043,0,0.35,0.0,0.0,0,457
high,ADAPTATION,7,chari,255,259,1.38,4.852,11.253,0,0.35,0.0,0.0,0,464
high,ADAPTATION,7,chari,260,264,1.39,4.932,11.463,0,0.35,0.0,0.0,0,472
high,ADAPTATION,7,chari,265,269,1.39,5.012,11.67,0,0.35,0.0,0.0,0,480
high,ADAPTATION,7,chari,270,274,1.4,5.091,11.877,0,0.35,0.0,0.0,0,487
high,ADAPTATION,7,chari,275,279,1.4,5.17,12.082,0,0.35,0.0,0.0,0,495
high,ADAPTATION,7,chari,280,284,1.4,5.248,12.285,0,0.35,0.0,0.0,0,502
high,ADAPTATION,7,chari,285,289,1.41,5.326,12.487,0,0.35,0.0,0.0,0,510
high,ADAPTATION,7,chari,290,294,1.41,5.403,12.688,0,0.35,0.0,0.0,0,517
high,ADAPTATION,7,chari,295,299,1.41,5.479,12.887,0,0.35,0.0,0.0,0,525
high,ADAPTATION,7,chari,300,304,1.42,5.555,13.086,0,0.35,0.0,0.0,0,532
