plan_id,phase,day_no,forage_type,wt_min,wt_max,target_adg,Steady State Wanda,Chari,Maize Silage,Wheat Straw (Toori),Cottonseed Cake,Limestone / Minerals,Urea,est_cost_per_head_per_day
conservative,STEADY,,silage,120,124,0.91,2.187,0,3.335,0.35,0.011,0.0,0,225
conservative,STEADY,,silage,125,129,0.92,2.265,0,3.529,0.35,0.01,0.0,0,234
conservative,STEADY,,silage,130,134,0.93,2.342,0,3.721,0.35,0.009,0.0,0,243
conservative,STEADY,,silage,135,139,0.95,2.418,0,3.912,0.35,0.009,0.0,0,251
conservative,STEADY,,silage,140,144,0.96,2.495,0,4.101,0.35,0.008,0.0,0,260
conservative,STEADY,,silage,145,149,0.97,2.57,0,4.29,0.35,0.007,0.0,0,268
conservative,STEADY,,silage,150,154,0.98,2.645,0,4.477,0.35,0.006,0.0,0,277
conservative,STEADY,,silage,155,159,0.99,2.72,0,4.663,0.35,0.005,0.0,0,285
conservative,STEADY,,silage,160,164,1.0,2.794,0,4.847,0.35,0.004,0.0,0,293
conservative,STEADY,,silage,165,169,1.0,2.867,0,5.03,0.35,0.003,0.0,0,301
conservative,STEADY,,silage,170,174,1.01,2.94,0,5.212,0.35,0.003,0.0,0,310
conservative,STEADY,,silage,175,179,1.02,3.013,0,5.39,0.35,0.002,0.0,0,318
conservative,STEADY,,silage,180,184,1.03,3.085,0,5.555,0.35,0.004,0.0,0,326
conservative,STEADY,,silage,185,189,1.03,3.157,0,5.719,0.35,0.006,0.0,0,334
conservative,STEADY,,silage,190,194,1.04,3.229,0,5.882,0.35,0.008,0.0,0,342
conservative,STEADY,,silage,195,199,1.05,3.3,0,6.044,0.35,0.01,0.0,0,350
conservative,STEADY,,silage,200,204,1.05,3.37,0,6.205,0.35,0.012,0.0,0,358
conservative,STEADY,,silage,205,209,1.06,3.44,0,6.362,0.35,0.015,0.0,0,366
conservative,STEADY,,silage,210,214,1.06,3.51,0,6.518,0.35,0.017,0.0,0,374
conservative,STEADY,,silage,215,219,1.07,3.579,0,6.673,0.35,0.019,0.0,0,381
conservative,STEADY,,silage,220,224,1.07,3.648,0,6.827,0.35,0.021,0.0,0,389
conservative,STEADY,,silage,225,229,1.08,3.716,0,6.98,0.35,0.024,0.001,0,397
conservative,STEADY,,silage,230,234,1.08,3.783,0,7.132,0.35,0.026,0.001,0,404
conservative,STEADY,,silage,235,239,1.09,3.85,0,7.282,0.35,0.028,0.001,0,412
conservative,STEADY,,silage,240,244,1.09,3.917,0,7.432,0.35,0.03,0.001,0,419
conservative,STEADY,,silage,245,249,1.09,3.983,0,7.58,0.35,0.032,0.001,0,427
conservative,STEADY,,silage,250,254,1.1,4.048,0,7.727,0.35,0.035,0.001,0,434
conservative,STEADY,,silage,255,259,1.1,4.113,0,7.873,0.35,0.037,0.001,0,441
conservative,STEADY,,silage,260,264,1.1,4.178,0,8.018,0.35,0.039,0.001,0,449
conservative,STEADY,,silage,265,269,1.11,4.242,0,8.162,0.35,0.041,0.001,0,456
conservative,STEADY,,silage,270,274,1.11,4.305,0,8.304,0.35,0.043,0.002,0,463
conservative,STEADY,,silage,275,279,1.11,4.368,0,8.446,0.35,0.045,0.002,0,470
conservative,STEADY,,silage,280,284,1.11,4.431,0,8.586,0.35,0.047,0.002,0,477
conservative,STEADY,,silage,285,289,1.12,4.493,0,8.725,0.35,0.049,0.002,0,484
conservative,STEADY,,silage,290,294,1.12,4.554,0,8.863,0.35,0.051,0.002,0,491
conservative,STEADY,,silage,295,299,1.12,4.615,0,9.0,0.35,0.053,0.002,0,498
conservative,STEADY,,silage,300,304,1.12,4.675,0,9.136,0.35,0.055,0.002,0,504
conservative,STEADY,,chari,120,124,0.91,2.095,4.245,0,0.35,0.069,0.0,0,208
conservative,STEADY,,chari,125,129,0.92,2.181,4.459,0,0.35,0.065,0.0,0,216
conservative,STEADY,,chari,130,134,0.93,2.266,4.67,0,0.35,0.062,0.0,0,224
conservative,STEADY,,chari,135,139,0.95,2.351,4.88,0,0.35,0.058,0.0,0,232
conservative,STEADY,,chari,140,144,0.96,2.436,5.089,0,0.35,0.054,0.0,0,239
conservative,STEADY,,chari,145,149,0.97,2.52,5.297,0,0.35,0.05,0.0,0,247
conservative,STEADY,,chari,150,154,0.98,2.603,5.503,0,0.35,0.047,0.0,0,254
conservative,STEADY,,chari,155,159,0.99,2.686,5.708,0,0.35,0.043,0.0,0,262
conservative,STEADY,,chari,160,164,1.0,2.768,5.911,0,0.35,0.039,0.0,0,269
conservative,STEADY,,chari,165,169,1.01,2.849,6.114,0,0.35,0.036,0.0,0,277
conservative,STEADY,,chari,170,174,1.01,2.928,6.318,0,0.35,0.033,0.0,0,284
conservative,STEADY,,chari,175,179,1.02,3.007,6.521,0,0.35,0.03,0.0,0,291
conservative,STEADY,,chari,180,184,1.03,3.085,6.722,0,0.35,0.028,0.0,0,298
conservative,STEADY,,chari,185,189,1.04,3.163,6.922,0,0.35,0.025,0.0,0,306
conservative,STEADY,,chari,190,194,1.04,3.24,7.121,0,0.35,0.022,0.0,0,313
conservative,STEADY,,chari,195,199,1.05,3.316,7.318,0,0.35,0.019,0.0,0,320
conservative,STEADY,,chari,200,204,1.05,3.392,7.514,0,0.35,0.017,0.0,0,327
conservative,STEADY,,chari,205,209,1.06,3.468,7.708,0,0.35,0.014,0.0,0,334
conservative,STEADY,,chari,210,214,1.07,3.543,7.901,0,0.35,0.011,0.0,0,341
conservative,STEADY,,chari,215,219,1.07,3.617,8.092,0,0.35,0.009,0.0,0,347
conservative,STEADY,,chari,220,224,1.08,3.691,8.282,0,0.35,0.006,0.0,0,354
conservative,STEADY,,chari,225,229,1.08,3.764,8.471,0,0.35,0.003,0.0,0,361
conservative,STEADY,,chari,230,234,1.09,3.836,8.658,0,0.35,0.001,0.0,0,368
conservative,STEADY,,chari,235,239,1.09,3.907,8.842,0,0.35,0.0,0.0,0,374
conservative,STEADY,,chari,240,244,1.09,3.977,9.024,0,0.35,0.0,0.0,0,381
conservative,STEADY,,chari,245,249,1.1,4.045,9.205,0,0.35,0.0,0.0,0,388
conservative,STEADY,,chari,250,254,1.1,4.114,9.384,0,0.35,0.0,0.0,0,394
conservative,STEADY,,chari,255,259,1.1,4.182,9.561,0,0.35,0.0,0.0,0,401
conservative,STEADY,,chari,260,264,1.11,4.249,9.738,0,0.35,0.0,0.0,0,407
conservative,STEADY,,chari,265,269,1.11,4.316,9.913,0,0.35,0.0,0.0,0,414
conservative,STEADY,,chari,270,274,1.11,4.382,10.086,0,0.35,0.0,0.0,0,420
conservative,STEADY,,chari,275,279,1.12,4.448,10.258,0,0.35,0.0,0.0,0,426
conservative,STEADY,,chari,280,284,1.12,4.513,10.429,0,0.35,0.0,0.0,0,432
conservative,STEADY,,chari,285,289,1.12,4.577,10.598,0,0.35,0.0,0.0,0,439
conservative,STEADY,,chari,290,294,1.12,4.642,10.766,0,0.35,0.0,0.0,0,445
conservative,STEADY,,chari,295,299,1.12,4.705,10.933,0,0.35,0.0,0.0,0,451
conservative,STEADY,,chari,300,304,1.13,4.768,11.098,0,0.35,0.0,0.0,0,457
conservative,ADAPTATION,1,chari,120,124,0.29,0.65,2.404,0,0.35,0.648,0.015,0,146
conservative,ADAPTATION,1,chari,125,129,0.3,0.674,2.547,0,0.35,0.672,0.016,0,151
conservative,ADAPTATION,1,chari,130,134,0.31,0.698,2.69,0,0.35,0.697,0.016,0,157
conservative,ADAPTATION,1,chari,135,139,0.32,0.722,2.832,0,0.35,0.722,0.017,0,162
conservative,ADAPTATION,1,chari,140,144,0.32,0.746,2.972,0,0.35,0.746,0.017,0,168
conservative,ADAPTATION,1,chari,145,149,0.33,0.769,3.112,0,0.35,0.77,0.018,0,173
conservative,ADAPTATION,1,chari,150,154,0.34,0.793,3.251,0,0.35,0.794,0.019,0,178
conservative,ADAPTATION,1,chari,155,159,0.35,0.816,3.389,0,0.35,0.818,0.019,0,184
conservative,ADAPTATION,1,chari,160,164,0.35,0.839,3.526,0,0.35,0.842,0.02,0,189
conservative,ADAPTATION,1,chari,165,169,0.36,0.862,3.661,0,0.35,0.866,0.02,0,194
conservative,ADAPTATION,1,chari,170,174,0.36,0.885,3.796,0,0.35,0.889,0.021,0,200
conservative,ADAPTATION,1,chari,175,179,0.37,0.907,3.93,0,0.35,0.912,0.022,0,205
conservative,ADAPTATION,1,chari,180,184,0.38,0.93,4.063,0,0.35,0.935,0.022,0,210
conservative,ADAPTATION,1,chari,185,189,0.38,0.952,4.196,0,0.35,0.958,0.023,0,215
conservative,ADAPTATION,1,chari,190,194,0.39,0.974,4.327,0,0.35,0.981,0.023,0,220
conservative,ADAPTATION,1,chari,195,199,0.39,0.996,4.457,0,0.35,1.004,0.024,0,225
conservative,ADAPTATION,1,chari,200,204,0.4,1.018,4.586,0,0.35,1.026,0.025,0,230
conservative,ADAPTATION,1,chari,205,209,0.4,1.04,4.715,0,0.35,1.048,0.025,0,235
conservative,ADAPTATION,1,chari,210,214,0.4,1.061,4.842,0,0.35,1.07,0.026,0,240
conservative,ADAPTATION,1,chari,215,219,0.41,1.083,4.969,0,0.35,1.092,0.026,0,245
conservative,ADAPTATION,1,chari,220,224,0.41,1.104,5.094,0,0.35,1.114,0.027,0,250
conservative,ADAPTATION,1,chari,225,229,0.41,1.125,5.219,0,0.35,1.136,0.027,0,255
conservative,ADAPTATION,1,chari,230,234,0.42,1.146,5.343,0,0.35,1.157,0.028,0,259
conservative,ADAPTATION,1,chari,235,239,0.42,1.166,5.465,0,0.35,1.179,0.028,0,264
conservative,ADAPTATION,1,chari,240,244,0.42,1.187,5.587,0,0.35,1.2,0.029,0,269
conservative,ADAPTATION,1,chari,245,249,0.43,1.207,5.708,0,0.35,1.221,0.029,0,274
conservative,ADAPTATION,1,chari,250,254,0.43,1.228,5.828,0,0.35,1.242,0.03,0,278
conservative,ADAPTATION,1,chari,255,259,0.43,1.248,5.947,0,0.35,1.262,0.031,0,283
conservative,ADAPTATION,1,chari,260,264,0.43,1.268,6.065,0,0.35,1.283,0.031,0,287
conservative,ADAPTATION,1,chari,265,269,0.44,1.287,6.183,0,0.35,1.303,0.032,0,292
conservative,ADAPTATION,1,chari,270,274,0.44,1.307,6.299,0,0.35,1.323,0.032,0,297
conservative,ADAPTATION,1,chari,275,279,0.44,1.326,6.414,0,0.35,1.343,0.033,0,301
conservative,ADAPTATION,1,chari,280,284,0.44,1.346,6.529,0,0.35,1.363,0.033,0,305
conservative,ADAPTATION,1,chari,285,289,0.44,1.365,6.642,0,0.35,1.382,0.034,0,310
conservative,ADAPTATION,1,chari,290,294,0.44,1.384,6.755,0,0.35,1.402,0.034,0,314
conservative,ADAPTATION,1,chari,295,299,0.45,1.403,6.866,0,0.35,1.421,0.035,0,318
conservative,ADAPTATION,1,chari,300,304,0.45,1.421,6.977,0,0.35,1.44,0.035,0,323
conservative,ADAPTATION,2,chari,120,124,0.4,0.883,2.744,0,0.35,0.556,0.012,0,156
conservative,ADAPTATION,2,chari,125,129,0.41,0.916,2.9,0,0.35,0.578,0.013,0,162
conservative,ADAPTATION,2,chari,130,134,0.42,0.949,3.055,0,0.35,0.599,0.013,0,168
conservative,ADAPTATION,2,chari,135,139,0.43,0.981,3.209,0,0.35,0.62,0.014,0,174
conservative,ADAPTATION,2,chari,140,144,0.44,1.014,3.362,0,0.35,0.641,0.014,0,180
conservative,ADAPTATION,2,chari,145,149,0.45,1.046,3.514,0,0.35,0.662,0.015,0,186
conservative,ADAPTATION,2,chari,150,154,0.45,1.078,3.665,0,0.35,0.683,0.015,0,192
conservative,ADAPTATION,2,chari,155,159,0.46,1.109,3.815,0,0.35,0.703,0.016,0,197
conservative,ADAPTATION,2,chari,160,164,0.47,1.141,3.964,0,0.35,0.724,0.016,0,203
conservative,ADAPTATION,2,chari,165,169,0.47,1.172,4.112,0,0.35,0.744,0.017,0,209
conservative,ADAPTATION,2,chari,170,174,0.48,1.203,4.259,0,0.35,0.765,0.017,0,214
conservative,ADAPTATION,2,chari,175,179,0.49,1.234,4.405,0,0.35,0.785,0.018,0,220
conservative,ADAPTATION,2,chari,180,184,0.49,1.265,4.549,0,0.35,0.805,0.018,0,225
conservative,ADAPTATION,2,chari,185,189,0.5,1.295,4.693,0,0.35,0.824,0.019,0,231
conservative,ADAPTATION,2,chari,190,194,0.5,1.325,4.836,0,0.35,0.844,0.019,0,236
conservative,ADAPTATION,2,chari,195,199,0.51,1.355,4.978,0,0.35,0.864,0.02,0,242
conservative,ADAPTATION,2,chari,200,204,0.51,1.385,5.118,0,0.35,0.883,0.02,0,247
conservative,ADAPTATION,2,chari,205,209,0.52,1.414,5.258,0,0.35,0.902,0.021,0,252
conservative,ADAPTATION,2,chari,210,214,0.52,1.444,5.397,0,0.35,0.921,0.021,0,258
conservative,ADAPTATION,2,chari,215,219,0.53,1.473,5.534,0,0.35,0.94,0.022,0,263
conservative,ADAPTATION,2,chari,220,224,0.53,1.502,5.671,0,0.35,0.959,0.022,0,268
conservative,ADAPTATION,2,chari,225,229,0.53,1.53,5.806,0,0.35,0.978,0.022,0,273
conservative,ADAPTATION,2,chari,230,234,0.54,1.559,5.941,0,0.35,0.996,0.023,0,279
conservative,ADAPTATION,2,chari,235,239,0.54,1.587,6.075,0,0.35,1.015,0.023,0,284
conservative,ADAPTATION,2,chari,240,244,0.54,1.615,6.207,0,0.35,1.033,0.024,0,289
conservative,ADAPTATION,2,chari,245,249,0.55,1.643,6.339,0,0.35,1.051,0.024,0,294
conservative,ADAPTATION,2,chari,250,254,0.55,1.67,6.469,0,0.35,1.069,0.025,0,299
conservative,ADAPTATION,2,chari,255,259,0.55,1.698,6.599,0,0.35,1.087,0.025,0,304
conservative,ADAPTATION,2,chari,260,264,0.55,1.725,6.728,0,0.35,1.104,0.026,0,309
conservative,ADAPTATION,2,chari,265,269,0.56,1.752,6.855,0,0.35,1.122,0.026,0,313
conservative,ADAPTATION,2,chari,270,274,0.56,1.779,6.982,0,0.35,1.139,0.026,0,318
conservative,ADAPTATION,2,chari,275,279,0.56,1.805,7.107,0,0.35,1.156,0.027,0,323
conservative,ADAPTATION,2,chari,280,284,0.56,1.831,7.232,0,0.35,1.174,0.027,0,328
conservative,ADAPTATION,2,chari,285,289,0.56,1.857,7.355,0,0.35,1.19,0.028,0,333
conservative,ADAPTATION,2,chari,290,294,0.57,1.883,7.478,0,0.35,1.207,0.028,0,337
conservative,ADAPTATION,2,chari,295,299,0.57,1.909,7.599,0,0.35,1.224,0.028,0,342
conservative,ADAPTATION,2,chari,300,304,0.57,1.934,7.72,0,0.35,1.24,0.029,0,346
conservative,ADAPTATION,3,chari,120,124,0.51,1.146,3.082,0,0.35,0.439,0.009,0,167
conservative,ADAPTATION,3,chari,125,129,0.52,1.189,3.251,0,0.35,0.456,0.009,0,173
conservative,ADAPTATION,3,chari,130,134,0.53,1.231,3.418,0,0.35,0.473,0.009,0,179
conservative,ADAPTATION,3,chari,135,139,0.54,1.273,3.585,0,0.35,0.49,0.01,0,185
conservative,ADAPTATION,3,chari,140,144,0.55,1.315,3.75,0,0.35,0.507,0.01,0,192
conservative,ADAPTATION,3,chari,145,149,0.56,1.357,3.915,0,0.35,0.523,0.01,0,198
conservative,ADAPTATION,3,chari,150,154,0.57,1.399,4.078,0,0.35,0.54,0.011,0,204
conservative,ADAPTATION,3,chari,155,159,0.57,1.44,4.24,0,0.35,0.556,0.011,0,210
conservative,ADAPTATION,3,chari,160,164,0.58,1.481,4.401,0,0.35,0.572,0.012,0,216
conservative,ADAPTATION,3,chari,165,169,0.59,1.521,4.561,0,0.35,0.589,0.012,0,222
conservative,ADAPTATION,3,chari,170,174,0.6,1.562,4.719,0,0.35,0.605,0.012,0,228
conservative,ADAPTATION,3,chari,175,179,0.6,1.602,4.877,0,0.35,0.621,0.013,0,234
conservative,ADAPTATION,3,chari,180,184,0.61,1.642,5.033,0,0.35,0.637,0.013,0,240
conservative,ADAPTATION,3,chari,185,189,0.61,1.681,5.189,0,0.35,0.652,0.013,0,246
conservative,ADAPTATION,3,chari,190,194,0.62,1.72,5.343,0,0.35,0.668,0.014,0,252
conservative,ADAPTATION,3,chari,195,199,0.62,1.759,5.496,0,0.35,0.684,0.014,0,257
conservative,ADAPTATION,3,chari,200,204,0.63,1.798,5.648,0,0.35,0.699,0.015,0,263
conservative,ADAPTATION,3,chari,205,209,0.63,1.836,5.799,0,0.35,0.714,0.015,0,269
conservative,ADAPTATION,3,chari,210,214,0.64,1.874,5.949,0,0.35,0.729,0.015,0,274
conservative,ADAPTATION,3,chari,215,219,0.64,1.912,6.098,0,0.35,0.744,0.016,0,280
conservative,ADAPTATION,3,chari,220,224,0.65,1.95,6.246,0,0.35,0.759,0.016,0,286
conservative,ADAPTATION,3,chari,225,229,0.65,1.987,6.392,0,0.35,0.774,0.016,0,291
conservative,ADAPTATION,3,chari,230,234,0.65,2.024,6.538,0,0.35,0.789,0.017,0,297
conservative,ADAPTATION,3,chari,235,239,0.66,2.061,6.682,0,0.35,0.804,0.017,0,302
conservative,ADAPTATION,3,chari,240,244,0.66,2.097,6.826,0,0.35,0.818,0.017,0,307
conservative,ADAPTATION,3,chari,245,249,0.66,2.133,6.968,0,0.35,0.833,0.018,0,313
conservative,ADAPTATION,3,chari,250,254,0.67,2.169,7.109,0,0.35,0.847,0.018,0,318
conservative,ADAPTATION,3,chari,255,259,0.67,2.205,7.249,0,0.35,0.861,0.018,0,323
conservative,ADAPTATION,3,chari,260,264,0.67,2.24,7.388,0,0.35,0.875,0.019,0,329
conservative,ADAPTATION,3,chari,265,269,0.67,2.275,7.526,0,0.35,0.889,0.019,0,334
conservative,ADAPTATION,3,chari,270,274,0.68,2.31,7.663,0,0.35,0.903,0.019,0,339
conservative,ADAPTATION,3,chari,275,279,0.68,2.344,7.798,0,0.35,0.917,0.02,0,344
conservative,ADAPTATION,3,chari,280,284,0.68,2.378,7.933,0,0.35,0.93,0.02,0,349
conservative,ADAPTATION,3,chari,285,289,0.68,2.412,8.067,0,0.35,0.944,0.02,0,354
conservative,ADAPTATION,3,chari,290,294,0.68,2.446,8.199,0,0.35,0.957,0.02,0,359
conservative,ADAPTATION,3,chari,295,299,0.69,2.479,8.33,0,0.35,0.97,0.021,0,364
conservative,ADAPTATION,3,chari,300,304,0.69,2.512,8.461,0,0.35,0.983,0.021,0,369
conservative,ADAPTATION,4,chari,120,124,0.62,1.438,3.419,0,0.35,0.296,0.004,0,176
conservative,ADAPTATION,4,chari,125,129,0.63,1.492,3.6,0,0.35,0.308,0.004,0,183
conservative,ADAPTATION,4,chari,130,134,0.64,1.545,3.781,0,0.35,0.319,0.005,0,190
conservative,ADAPTATION,4,chari,135,139,0.65,1.598,3.959,0,0.35,0.331,0.005,0,196
conservative,ADAPTATION,4,chari,140,144,0.66,1.651,4.137,0,0.35,0.342,0.005,0,203
conservative,ADAPTATION,4,chari,145,149,0.67,1.703,4.314,0,0.35,0.354,0.005,0,209
conservative,ADAPTATION,4,chari,150,154,0.68,1.756,4.489,0,0.35,0.365,0.006,0,216
conservative,ADAPTATION,4,chari,155,159,0.69,1.807,4.663,0,0.35,0.376,0.006,0,222
conservative,ADAPTATION,4,chari,160,164,0.7,1.859,4.836,0,0.35,0.387,0.006,0,229
conservative,ADAPTATION,4,chari,165,169,0.7,1.91,5.008,0,0.35,0.398,0.006,0,235
conservative,ADAPTATION,4,chari,170,174,0.71,1.96,5.179,0,0.35,0.409,0.007,0,241
conservative,ADAPTATION,4,chari,175,179,0.72,2.011,5.348,0,0.35,0.42,0.007,0,248
conservative,ADAPTATION,4,chari,180,184,0.72,2.061,5.516,0,0.35,0.431,0.007,0,254
conservative,ADAPTATION,4,chari,185,189,0.73,2.11,5.683,0,0.35,0.442,0.007,0,260
conservative,ADAPTATION,4,chari,190,194,0.73,2.16,5.849,0,0.35,0.453,0.007,0,266
conservative,ADAPTATION,4,chari,195,199,0.74,2.209,6.014,0,0.35,0.463,0.008,0,272
conservative,ADAPTATION,4,chari,200,204,0.75,2.257,6.177,0,0.35,0.474,0.008,0,278
conservative,ADAPTATION,4,chari,205,209,0.75,2.305,6.339,0,0.35,0.484,0.008,0,284
conservative,ADAPTATION,4,chari,210,214,0.75,2.353,6.501,0,0.35,0.495,0.008,0,290
conservative,ADAPTATION,4,chari,215,219,0.76,2.401,6.66,0,0.35,0.505,0.008,0,296
conservative,ADAPTATION,4,chari,220,224,0.76,2.448,6.819,0,0.35,0.515,0.009,0,302
conservative,ADAPTATION,4,chari,225,229,0.77,2.495,6.977,0,0.35,0.526,0.009,0,308
conservative,ADAPTATION,4,chari,230,234,0.77,2.541,7.133,0,0.35,0.536,0.009,0,314
conservative,ADAPTATION,4,chari,235,239,0.78,2.587,7.288,0,0.35,0.546,0.009,0,320
conservative,ADAPTATION,4,chari,240,244,0.78,2.633,7.443,0,0.35,0.556,0.009,0,325
conservative,ADAPTATION,4,chari,245,249,0.78,2.679,7.595,0,0.35,0.566,0.01,0,331
conservative,ADAPTATION,4,chari,250,254,0.78,2.724,7.747,0,0.35,0.575,0.01,0,337
conservative,ADAPTATION,4,chari,255,259,0.79,2.768,7.898,0,0.35,0.585,0.01,0,342
conservative,ADAPTATION,4,chari,260,264,0.79,2.813,8.047,0,0.35,0.595,0.01,0,348
conservative,ADAPTATION,4,chari,265,269,0.79,2.857,8.195,0,0.35,0.604,0.01,0,353
conservative,ADAPTATION,4,chari,270,274,0.8,2.9,8.342,0,0.35,0.614,0.011,0,359
conservative,ADAPTATION,4,chari,275,279,0.8,2.944,8.488,0,0.35,0.623,0.011,0,364
conservative,ADAPTATION,4,chari,280,284,0.8,2.987,8.633,0,0.35,0.632,0.011,0,369
conservative,ADAPTATION,4,chari,285,289,0.8,3.029,8.776,0,0.35,0.642,0.011,0,375
conservative,ADAPTATION,4,chari,290,294,0.8,3.071,8.919,0,0.35,0.651,0.011,0,380
conservative,ADAPTATION,4,chari,295,299,0.81,3.113,9.06,0,0.35,0.66,0.011,0,385
conservative,ADAPTATION,4,chari,300,304,0.81,3.155,9.2,0,0.35,0.669,0.012,0,390
conservative,ADAPTATION,5,chari,120,124,0.73,1.759,3.736,0,0.35,0.13,0.0,0,186
conservative,ADAPTATION,5,chari,125,129,0.74,1.825,3.931,0,0.35,0.136,0.0,0,193
conservative,ADAPTATION,5,chari,130,134,0.75,1.891,4.125,0,0.35,0.141,0.0,0,200
conservative,ADAPTATION,5,chari,135,139,0.76,1.956,4.317,0,0.35,0.146,0.0,0,207
conservative,ADAPTATION,5,chari,140,144,0.77,2.02,4.508,0,0.35,0.151,0.0,0,214
conservative,ADAPTATION,5,chari,145,149,0.78,2.085,4.698,0,0.35,0.156,0.0,0,220
conservative,ADAPTATION,5,chari,150,154,0.79,2.148,4.887,0,0.35,0.161,0.0,0,227
conservative,ADAPTATION,5,chari,155,159,0.8,2.212,5.074,0,0.35,0.166,0.0,0,234
conservative,ADAPTATION,5,chari,160,164,0.81,2.275,5.26,0,0.35,0.171,0.0,0,241
conservative,ADAPTATION,5,chari,165,169,0.82,2.337,5.445,0,0.35,0.175,0.0,0,247
conservative,ADAPTATION,5,chari,170,174,0.82,2.399,5.628,0,0.35,0.18,0.0,0,254
conservative,ADAPTATION,5,chari,175,179,0.83,2.461,5.81,0,0.35,0.185,0.0,0,261
conservative,ADAPTATION,5,chari,180,184,0.84,2.522,5.991,0,0.35,0.19,0.0,0,267
conservative,ADAPTATION,5,chari,185,189,0.84,2.583,6.171,0,0.35,0.195,0.0,0,274
conservative,ADAPTATION,5,chari,190,194,0.85,2.643,6.349,0,0.35,0.199,0.0,0,280
conservative,ADAPTATION,5,chari,195,199,0.86,2.703,6.526,0,0.35,0.204,0.0,0,287
conservative,ADAPTATION,5,chari,200,204,0.86,2.763,6.702,0,0.35,0.209,0.0,0,293
conservative,ADAPTATION,5,chari,205,209,0.87,2.822,6.877,0,0.35,0.213,0.0,0,299
conservative,ADAPTATION,5,chari,210,214,0.87,2.88,7.05,0,0.35,0.218,0.0,0,306
conservative,ADAPTATION,5,chari,215,219,0.88,2.939,7.222,0,0.35,0.222,0.0,0,312
conservative,ADAPTATION,5,chari,220,224,0.88,2.996,7.392,0,0.35,0.227,0.0,0,318
conservative,ADAPTATION,5,chari,225,229,0.88,3.054,7.56,0,0.35,0.232,0.0,0,324
conservative,ADAPTATION,5,chari,230,234,0.89,3.111,7.728,0,0.35,0.236,0.0,0,330
conservative,ADAPTATION,5,chari,235,239,0.89,3.167,7.894,0,0.35,0.241,0.0,0,336
conservative,ADAPTATION,5,chari,240,244,0.9,3.223,8.059,0,0.35,0.245,0.0,0,342
conservative,ADAPTATION,5,chari,245,249,0.9,3.279,8.222,0,0.35,0.25,0.0,0,348
conservative,ADAPTATION,5,chari,250,254,0.9,3.334,8.384,0,0.35,0.254,0.0,0,354
conservative,ADAPTATION,5,chari,255,259,0.91,3.389,8.545,0,0.35,0.259,0.0,0,360
conservative,ADAPTATION,5,chari,260,264,0.91,3.443,8.705,0,0.35,0.263,0.0,0,366
conservative,ADAPTATION,5,chari,265,269,0.91,3.497,8.864,0,0.35,0.267,0.0,0,371
conservative,ADAPTATION,5,chari,270,274,0.91,3.55,9.021,0,0.35,0.272,0.0,0,377
conservative,ADAPTATION,5,chari,275,279,0.92,3.603,9.177,0,0.35,0.276,0.0,0,383
conservative,ADAPTATION,5,chari,280,284,0.92,3.656,9.332,0,0.35,0.28,0.0,0,389
conservative,ADAPTATION,5,chari,285,289,0.92,3.708,9.485,0,0.35,0.284,0.0,0,394
conservative,ADAPTATION,5,chari,290,294,0.92,3.76,9.637,0,0.35,0.289,0.001,0,400
conservative,ADAPTATION,5,chari,295,299,0.92,3.811,9.788,0,0.35,0.293,0.001,0,405
conservative,ADAPTATION,5,chari,300,304,0.93,3.862,9.938,0,0.35,0.297,0.001,0,411
conservative,ADAPTATION,6,chari,120,124,0.83,2.052,3.997,0,0.35,0.0,0.0,0,196
conservative,ADAPTATION,6,chari,125,129,0.85,2.13,4.2,0,0.35,0.0,0.0,0,204
conservative,ADAPTATION,6,chari,130,134,0.86,2.207,4.402,0,0.35,0.0,0.0,0,211
conservative,ADAPTATION,6,chari,135,139,0.87,2.283,4.603,0,0.35,0.0,0.0,0,218
conservative,ADAPTATION,6,chari,140,144,0.88,2.36,4.803,0,0.35,0.0,0.0,0,226
conservative,ADAPTATION,6,chari,145,149,0.89,2.435,5.001,0,0.35,0.0,0.0,0,233
conservative,ADAPTATION,6,chari,150,154,0.9,2.51,5.198,0,0.35,0.0,0.0,0,240
conservative,ADAPTATION,6,chari,155,159,0.91,2.585,5.393,0,0.35,0.0,0.0,0,247
conservative,ADAPTATION,6,chari,160,164,0.92,2.659,5.588,0,0.35,0.0,0.0,0,255
conservative,ADAPTATION,6,chari,165,169,0.93,2.732,5.78,0,0.35,0.0,0.0,0,262
conservative,ADAPTATION,6,chari,170,174,0.93,2.805,5.972,0,0.35,0.0,0.0,0,269
conservative,ADAPTATION,6,chari,175,179,0.94,2.878,6.162,0,0.35,0.0,0.0,0,276
conservative,ADAPTATION,6,chari,180,184,0.95,2.95,6.351,0,0.35,0.0,0.0,0,282
conservative,ADAPTATION,6,chari,185,189,0.95,3.021,6.538,0,0.35,0.0,0.0,0,289
conservative,ADAPTATION,6,chari,190,194,0.96,3.092,6.725,0,0.35,0.0,0.0,0,296
conservative,ADAPTATION,6,chari,195,199,0.97,3.163,6.909,0,0.35,0.0,0.0,0,303
conservative,ADAPTATION,6,chari,200,204,0.97,3.233,7.093,0,0.35,0.0,0.0,0,310
conservative,ADAPTATION,6,chari,205,209,0.98,3.302,7.275,0,0.35,0.0,0.0,0,316
conservative,ADAPTATION,6,chari,210,214,0.98,3.371,7.456,0,0.35,0.0,0.0,0,323
